zip,city,state_id,state_name,population
16648,Hollidaysburg,PA,Pennsylvania,14722
16650,Hopewell,PA,Pennsylvania,1797
16651,Houtzdale,PA,Pennsylvania,5777
16652,Huntingdon,PA,Pennsylvania,15858
16654,Huntingdon,PA,Pennsylvania,1935
16655,Imler,PA,Pennsylvania,1328
16656,Irvona,PA,Pennsylvania,1206
16657,James Creek,PA,Pennsylvania,1262
16659,Loysburg,PA,Pennsylvania,193
16661,Madera,PA,Pennsylvania,922
16662,Martinsburg,PA,Pennsylvania,5866
16664,New Enterprise,PA,Pennsylvania,2205
16665,Newry,PA,Pennsylvania,274
16666,Osceola Mills,PA,Pennsylvania,2774
16667,Osterburg,PA,Pennsylvania,1276
16668,Patton,PA,Pennsylvania,3620
16669,Petersburg,PA,Pennsylvania,2104
16670,Queen,PA,Pennsylvania,52
16671,Ramey,PA,Pennsylvania,417
16672,Riddlesburg,PA,Pennsylvania,203
16673,Roaring Spring,PA,Pennsylvania,5066
16674,Robertsdale,PA,Pennsylvania,572
16675,Saint Boniface,PA,Pennsylvania,91
16677,Sandy Ridge,PA,Pennsylvania,294
16678,Saxton,PA,Pennsylvania,2461
16679,Six Mile Run,PA,Pennsylvania,646
16680,Smithmill,PA,Pennsylvania,348
16682,Sproul,PA,Pennsylvania,240
16683,Spruce Creek,PA,Pennsylvania,346
16684,Tipton,PA,Pennsylvania,93
16685,Todd,PA,Pennsylvania,330
16686,Tyrone,PA,Pennsylvania,13000
16689,Waterfall,PA,Pennsylvania,331
16691,Wells Tannery,PA,Pennsylvania,297
16692,Westover,PA,Pennsylvania,912
16693,Williamsburg,PA,Pennsylvania,4015
16694,Wood,PA,Pennsylvania,325
16695,Woodbury,PA,Pennsylvania,959
16699,Cresson,PA,Pennsylvania,0
16701,Bradford,PA,Pennsylvania,16584
16720,Austin,PA,Pennsylvania,1196
16724,Crosby,PA,Pennsylvania,73
16725,Custer City,PA,Pennsylvania,140
16726,Cyclone,PA,Pennsylvania,697
16727,Derrick City,PA,Pennsylvania,227
16729,Duke Center,PA,Pennsylvania,708
16730,East Smethport,PA,Pennsylvania,38
16731,Eldred,PA,Pennsylvania,2397
16732,Gifford,PA,Pennsylvania,253
16733,Hazel Hurst,PA,Pennsylvania,204
16734,James City,PA,Pennsylvania,176
16735,Kane,PA,Pennsylvania,6465
16738,Lewis Run,PA,Pennsylvania,2018
16740,Mount Jewett,PA,Pennsylvania,823
16743,Port Allegany,PA,Pennsylvania,3960
16744,Rew,PA,Pennsylvania,183
16745,Rixford,PA,Pennsylvania,685
16746,Roulette,PA,Pennsylvania,1018
16748,Shinglehouse,PA,Pennsylvania,2687
16749,Smethport,PA,Pennsylvania,3691
16750,Turtlepoint,PA,Pennsylvania,463
16801,State College,PA,Pennsylvania,42153
16802,University Park,PA,Pennsylvania,13499
16803,State College,PA,Pennsylvania,23660
16820,Aaronsburg,PA,Pennsylvania,1657
16821,Allport,PA,Pennsylvania,187
16822,Beech Creek,PA,Pennsylvania,1898
16823,Bellefonte,PA,Pennsylvania,29168
16825,Bigler,PA,Pennsylvania,265
16826,Blanchard,PA,Pennsylvania,457
16827,Boalsburg,PA,Pennsylvania,5197
16828,Centre Hall,PA,Pennsylvania,4774
16829,Clarence,PA,Pennsylvania,719
16830,Clearfield,PA,Pennsylvania,13698
16832,Coburn,PA,Pennsylvania,279
16833,Curwensville,PA,Pennsylvania,5280
16834,Drifting,PA,Pennsylvania,711
16835,Fleming,PA,Pennsylvania,229
16836,Frenchville,PA,Pennsylvania,1106
16837,Glen Richey,PA,Pennsylvania,104
16838,Grampian,PA,Pennsylvania,1820
16839,Grassflat,PA,Pennsylvania,437
16840,Hawk Run,PA,Pennsylvania,247
16841,Howard,PA,Pennsylvania,6346
16843,Hyde,PA,Pennsylvania,179
16844,Julian,PA,Pennsylvania,2521
16845,Karthaus,PA,Pennsylvania,955
16847,Kylertown,PA,Pennsylvania,316
16848,Lamar,PA,Pennsylvania,231
16849,Lanse,PA,Pennsylvania,101
16851,Lemont,PA,Pennsylvania,993
16852,Madisonburg,PA,Pennsylvania,180
16853,Milesburg,PA,Pennsylvania,316
16854,Millheim,PA,Pennsylvania,781
16855,Mineral Springs,PA,Pennsylvania,75
16856,Mingoville,PA,Pennsylvania,197
16858,Morrisdale,PA,Pennsylvania,3953
16859,Moshannon,PA,Pennsylvania,498
16860,Munson,PA,Pennsylvania,393
16861,New Millport,PA,Pennsylvania,274
16863,Olanta,PA,Pennsylvania,566
16864,Orviston,PA,Pennsylvania,74
16865,Pennsylvania Furnace,PA,Pennsylvania,1657
16866,Philipsburg,PA,Pennsylvania,8924
16868,Pine Grove Mills,PA,Pennsylvania,1174
16870,Port Matilda,PA,Pennsylvania,7386
16871,Pottersdale,PA,Pennsylvania,23
16872,Rebersburg,PA,Pennsylvania,1446
16874,Snow Shoe,PA,Pennsylvania,1209
16875,Spring Mills,PA,Pennsylvania,3692
16876,Wallaceton,PA,Pennsylvania,235
16877,Warriors Mark,PA,Pennsylvania,1505
16878,West Decatur,PA,Pennsylvania,1784
16879,Winburne,PA,Pennsylvania,300
16881,Woodland,PA,Pennsylvania,2349
16882,Woodward,PA,Pennsylvania,460
16901,Wellsboro,PA,Pennsylvania,10416
16910,Alba,PA,Pennsylvania,66
16911,Arnot,PA,Pennsylvania,293
16912,Blossburg,PA,Pennsylvania,2524
16914,Columbia Cross Roads,PA,Pennsylvania,2415
16915,Coudersport,PA,Pennsylvania,5911
16917,Covington,PA,Pennsylvania,1195
16920,Elkland,PA,Pennsylvania,1749
16921,Gaines,PA,Pennsylvania,602
16922,Galeton,PA,Pennsylvania,1610
16923,Genesee,PA,Pennsylvania,1436
16925,Gillett,PA,Pennsylvania,3378
16926,Granville Summit,PA,Pennsylvania,879
16927,Harrison Valley,PA,Pennsylvania,557
16928,Knoxville,PA,Pennsylvania,1571
16929,Lawrenceville,PA,Pennsylvania,2569
16930,Liberty,PA,Pennsylvania,1202
16932,Mainesburg,PA,Pennsylvania,674
16933,Mansfield,PA,Pennsylvania,6550
16935,Middlebury Center,PA,Pennsylvania,1175
16936,Millerton,PA,Pennsylvania,2072
16937,Mills,PA,Pennsylvania,150
16938,Morris,PA,Pennsylvania,786
16939,Morris Run,PA,Pennsylvania,173
16940,Nelson,PA,Pennsylvania,18
16941,Genesee,PA,Pennsylvania,89
16942,Osceola,PA,Pennsylvania,847
16943,Sabinsville,PA,Pennsylvania,363
16946,Tioga,PA,Pennsylvania,2525
16947,Troy,PA,Pennsylvania,4653
16948,Ulysses,PA,Pennsylvania,1683
16950,Westfield,PA,Pennsylvania,3256
17002,Allensville,PA,Pennsylvania,505
17003,Annville,PA,Pennsylvania,11932
17004,Belleville,PA,Pennsylvania,5436
17005,Berrysburg,PA,Pennsylvania,289
17006,Blain,PA,Pennsylvania,1096
17007,Boiling Springs,PA,Pennsylvania,6291
17009,Burnham,PA,Pennsylvania,1682
17010,Campbelltown,PA,Pennsylvania,170
17011,Camp Hill,PA,Pennsylvania,38642
17013,Carlisle,PA,Pennsylvania,37738
17014,Cocolamus,PA,Pennsylvania,150
17015,Carlisle,PA,Pennsylvania,24240
17016,Cornwall,PA,Pennsylvania,1044
17017,Dalmatia,PA,Pennsylvania,1572
17018,Dauphin,PA,Pennsylvania,3745
17019,Dillsburg,PA,Pennsylvania,19294
17020,Duncannon,PA,Pennsylvania,8625
17021,East Waterford,PA,Pennsylvania,1008
17022,Elizabethtown,PA,Pennsylvania,32066
17023,Elizabethville,PA,Pennsylvania,3681
17024,Elliottsburg,PA,Pennsylvania,1783
17025,Enola,PA,Pennsylvania,17463
17026,Fredericksburg,PA,Pennsylvania,3636
17027,Grantham,PA,Pennsylvania,2748
17028,Grantville,PA,Pennsylvania,3331
17029,Granville,PA,Pennsylvania,254
17030,Gratz,PA,Pennsylvania,514
17032,Halifax,PA,Pennsylvania,7630
17033,Hershey,PA,Pennsylvania,17009
17034,Highspire,PA,Pennsylvania,2988
17035,Honey Grove,PA,Pennsylvania,828
17036,Hummelstown,PA,Pennsylvania,22487
17037,Ickesburg,PA,Pennsylvania,1140
17038,Jonestown,PA,Pennsylvania,8245
17039,Kleinfeltersville,PA,Pennsylvania,10
17040,Landisburg,PA,Pennsylvania,2494
17041,Lawn,PA,Pennsylvania,254
17042,Lebanon,PA,Pennsylvania,39626
17043,Lemoyne,PA,Pennsylvania,5832
17044,Lewistown,PA,Pennsylvania,20526
17045,Liverpool,PA,Pennsylvania,3964
17046,Lebanon,PA,Pennsylvania,31701
17047,Loysville,PA,Pennsylvania,3037
17048,Lykens,PA,Pennsylvania,3801
17049,McAlisterville,PA,Pennsylvania,3152
17050,Mechanicsburg,PA,Pennsylvania,42547
17051,McVeytown,PA,Pennsylvania,4402
17052,Mapleton Depot,PA,Pennsylvania,1540
17053,Marysville,PA,Pennsylvania,5109
17054,Mattawana,PA,Pennsylvania,286
17055,Mechanicsburg,PA,Pennsylvania,41416
17056,Mexico,PA,Pennsylvania,29
17057,Middletown,PA,Pennsylvania,23143
17058,Mifflin,PA,Pennsylvania,1609
17059,Mifflintown,PA,Pennsylvania,7524
17060,Mill Creek,PA,Pennsylvania,1182
17061,Millersburg,PA,Pennsylvania,6825
17062,Millerstown,PA,Pennsylvania,4093
17063,Milroy,PA,Pennsylvania,3191
17064,Mount Gretna,PA,Pennsylvania,738
17065,Mount Holly Springs,PA,Pennsylvania,4043
17066,Mount Union,PA,Pennsylvania,5131
17067,Myerstown,PA,Pennsylvania,15985
17068,New Bloomfield,PA,Pennsylvania,4384
17069,New Buffalo,PA,Pennsylvania,237
17070,New Cumberland,PA,Pennsylvania,16891
17071,New Germantown,PA,Pennsylvania,129
17073,Newmanstown,PA,Pennsylvania,6064
17074,Newport,PA,Pennsylvania,7075
17075,Newton Hamilton,PA,Pennsylvania,129
17076,Oakland Mills,PA,Pennsylvania,128
17077,Ono,PA,Pennsylvania,74
17078,Palmyra,PA,Pennsylvania,23798
17080,Pillow,PA,Pennsylvania,248
17081,Plainfield,PA,Pennsylvania,283
17082,Port Royal,PA,Pennsylvania,2985
17084,Reedsville,PA,Pennsylvania,4665
17086,Richfield,PA,Pennsylvania,1996
17087,Richland,PA,Pennsylvania,2444
17088,Schaefferstown,PA,Pennsylvania,503
17090,Shermans Dale,PA,Pennsylvania,5342
17093,Summerdale,PA,Pennsylvania,752
17094,Thompsontown,PA,Pennsylvania,2598
17097,Wiconisco,PA,Pennsylvania,738
17098,Williamstown,PA,Pennsylvania,2521
17099,Yeagertown,PA,Pennsylvania,1122
17101,Harrisburg,PA,Pennsylvania,2678
17102,Harrisburg,PA,Pennsylvania,8177
17103,Harrisburg,PA,Pennsylvania,12774
17104,Harrisburg,PA,Pennsylvania,19401
17109,Harrisburg,PA,Pennsylvania,27422
17110,Harrisburg,PA,Pennsylvania,26401
17111,Harrisburg,PA,Pennsylvania,35818
17112,Harrisburg,PA,Pennsylvania,38970
17113,Harrisburg,PA,Pennsylvania,11786
17120,Harrisburg,PA,Pennsylvania,0
17201,Chambersburg,PA,Pennsylvania,27575
17202,Chambersburg,PA,Pennsylvania,32772
17210,Amberson,PA,Pennsylvania,167
17211,Artemas,PA,Pennsylvania,393
17212,Big Cove Tannery,PA,Pennsylvania,750
17213,Blairs Mills,PA,Pennsylvania,576
17214,Blue Ridge Summit,PA,Pennsylvania,1162
17215,Burnt Cabins,PA,Pennsylvania,121
17217,Concord,PA,Pennsylvania,141
17219,Doylesburg,PA,Pennsylvania,444
17220,Dry Run,PA,Pennsylvania,398
17221,Fannettsburg,PA,Pennsylvania,496
17222,Fayetteville,PA,Pennsylvania,10261
17223,Fort Littleton,PA,Pennsylvania,329
17224,Fort Loudon,PA,Pennsylvania,1731
17225,Greencastle,PA,Pennsylvania,20335
17228,Harrisonville,PA,Pennsylvania,1113
17229,Hustontown,PA,Pennsylvania,1229
17232,Lurgan,PA,Pennsylvania,26
17233,McConnellsburg,PA,Pennsylvania,5103
17235,Marion,PA,Pennsylvania,682
17236,Mercersburg,PA,Pennsylvania,8875
17237,Mont Alto,PA,Pennsylvania,1672
17238,Needmore,PA,Pennsylvania,1745
17239,Neelyton,PA,Pennsylvania,230
17240,Newburg,PA,Pennsylvania,3154
17241,Newville,PA,Pennsylvania,11094
17243,Orbisonia,PA,Pennsylvania,1156
17244,Orrstown,PA,Pennsylvania,2305
17246,Pleasant Hall,PA,Pennsylvania,598
17247,Quincy,PA,Pennsylvania,419
17249,Rockhill Furnace,PA,Pennsylvania,380
17250,Rouzerville,PA,Pennsylvania,56
17251,Roxbury,PA,Pennsylvania,27
17252,Saint Thomas,PA,Pennsylvania,4290
17253,Saltillo,PA,Pennsylvania,453
17254,Scotland,PA,Pennsylvania,497
17255,Shade Gap,PA,Pennsylvania,1034
17257,Shippensburg,PA,Pennsylvania,29116
17260,Shirleysburg,PA,Pennsylvania,1097
17261,South Mountain,PA,Pennsylvania,26
17262,Spring Run,PA,Pennsylvania,921
17263,State Line,PA,Pennsylvania,949
17264,Three Springs,PA,Pennsylvania,2299
17265,Upperstrasburg,PA,Pennsylvania,307
17266,Walnut Bottom,PA,Pennsylvania,455
17267,Warfordsburg,PA,Pennsylvania,2917
17268,Waynesboro,PA,Pennsylvania,29096
17271,Willow Hill,PA,Pennsylvania,486
17301,Abbottstown,PA,Pennsylvania,4122
17302,Airville,PA,Pennsylvania,2641
17303,Arendtsville,PA,Pennsylvania,439
17304,Aspers,PA,Pennsylvania,3039
17306,Bendersville,PA,Pennsylvania,538
17307,Biglerville,PA,Pennsylvania,5677
17309,Brogue,PA,Pennsylvania,1953
17311,Codorus,PA,Pennsylvania,152
17313,Dallastown,PA,Pennsylvania,11263
17314,Delta,PA,Pennsylvania,6431
17315,Dover,PA,Pennsylvania,26434
17316,East Berlin,PA,Pennsylvania,8460
17317,East Prospect,PA,Pennsylvania,443
17318,Emigsville,PA,Pennsylvania,120
17319,Etters,PA,Pennsylvania,10990
17320,Fairfield,PA,Pennsylvania,8103
17321,Fawn Grove,PA,Pennsylvania,2346
17322,Felton,PA,Pennsylvania,6292
17323,Franklintown,PA,Pennsylvania,85
17324,Gardners,PA,Pennsylvania,4469
17325,Gettysburg,PA,Pennsylvania,29857
17327,Glen Rock,PA,Pennsylvania,8228
17329,Glenville,PA,Pennsylvania,3229
17331,Hanover,PA,Pennsylvania,55374
17339,Lewisberry,PA,Pennsylvania,6389
17340,Littlestown,PA,Pennsylvania,11403
17342,Loganville,PA,Pennsylvania,432
17343,McKnightstown,PA,Pennsylvania,27
17344,McSherrystown,PA,Pennsylvania,3770
17345,Manchester,PA,Pennsylvania,8106
17347,Mount Wolf,PA,Pennsylvania,6186
17349,New Freedom,PA,Pennsylvania,7938
17350,New Oxford,PA,Pennsylvania,13219
17352,New Park,PA,Pennsylvania,1397
17353,Orrtanna,PA,Pennsylvania,2745
17355,Railroad,PA,Pennsylvania,286
17356,Red Lion,PA,Pennsylvania,22457
17360,Seven Valleys,PA,Pennsylvania,6152
17361,Shrewsbury,PA,Pennsylvania,6262
17362,Spring Grove,PA,Pennsylvania,14020
17363,Stewartstown,PA,Pennsylvania,8460
17364,Thomasville,PA,Pennsylvania,3963
17365,Wellsville,PA,Pennsylvania,2755
17366,Windsor,PA,Pennsylvania,6350
17368,Wrightsville,PA,Pennsylvania,6768
17370,York Haven,PA,Pennsylvania,6970
17371,York New Salem,PA,Pennsylvania,319
17372,York Springs,PA,Pennsylvania,3845
17401,York,PA,Pennsylvania,18102
17402,York,PA,Pennsylvania,37074
17403,York,PA,Pennsylvania,40272
17404,York,PA,Pennsylvania,38973
17406,York,PA,Pennsylvania,24181
17407,York,PA,Pennsylvania,2684
17408,York,PA,Pennsylvania,24670
17501,Akron,PA,Pennsylvania,4823
17502,Bainbridge,PA,Pennsylvania,2453
17504,Bausman,PA,Pennsylvania,99
17505,Bird In Hand,PA,Pennsylvania,2036
17506,Blue Ball,PA,Pennsylvania,446
17507,Bowmansville,PA,Pennsylvania,183
17508,Brownstown,PA,Pennsylvania,1027
17509,Christiana,PA,Pennsylvania,5028
17512,Columbia,PA,Pennsylvania,18235
17516,Conestoga,PA,Pennsylvania,5241
17517,Denver,PA,Pennsylvania,15045
17518,Drumore,PA,Pennsylvania,1371
17519,East Earl,PA,Pennsylvania,6868
17520,East Petersburg,PA,Pennsylvania,5001
17522,Ephrata,PA,Pennsylvania,33601
17527,Gap,PA,Pennsylvania,6479
17529,Gordonville,PA,Pennsylvania,4924
17532,Holtwood,PA,Pennsylvania,3345
17534,Intercourse,PA,Pennsylvania,0
17535,Kinzers,PA,Pennsylvania,2651
17536,Kirkwood,PA,Pennsylvania,3680
17538,Landisville,PA,Pennsylvania,7121
17540,Leola,PA,Pennsylvania,11172
17543,Lititz,PA,Pennsylvania,45606
17545,Manheim,PA,Pennsylvania,23257
17547,Marietta,PA,Pennsylvania,9100
17550,Maytown,PA,Pennsylvania,296
17551,Millersville,PA,Pennsylvania,11884
17552,Mount Joy,PA,Pennsylvania,19747
17554,Mountville,PA,Pennsylvania,7561
17555,Narvon,PA,Pennsylvania,6694
17557,New Holland,PA,Pennsylvania,15229
17560,New Providence,PA,Pennsylvania,5452
17562,Paradise,PA,Pennsylvania,4187
17563,Peach Bottom,PA,Pennsylvania,3806
17565,Pequea,PA,Pennsylvania,2335
17566,Quarryville,PA,Pennsylvania,12276
17568,Refton,PA,Pennsylvania,0
17569,Reinholds,PA,Pennsylvania,7136
17570,Rheems,PA,Pennsylvania,225
17572,Ronks,PA,Pennsylvania,3774
17576,Smoketown,PA,Pennsylvania,109
17578,Stevens,PA,Pennsylvania,7716
17579,Strasburg,PA,Pennsylvania,6373
17581,Terre Hill,PA,Pennsylvania,203
17582,Washington Boro,PA,Pennsylvania,1711
17584,Willow Street,PA,Pennsylvania,11776
17601,Lancaster,PA,Pennsylvania,56348
17602,Lancaster,PA,Pennsylvania,51461
17603,Lancaster,PA,Pennsylvania,66788
17606,Lancaster,PA,Pennsylvania,341
17701,Williamsport,PA,Pennsylvania,43169
17702,Williamsport,PA,Pennsylvania,10506
17720,Antes Fort,PA,Pennsylvania,271
17721,Avis,PA,Pennsylvania,1695
17723,Cammal,PA,Pennsylvania,53
17724,Canton,PA,Pennsylvania,4721
17727,Cedar Run,PA,Pennsylvania,31
17728,Cogan Station,PA,Pennsylvania,4749
17729,Cross Fork,PA,Pennsylvania,155
17730,Dewart,PA,Pennsylvania,38
17731,Eagles Mere,PA,Pennsylvania,191
17737,Hughesville,PA,Pennsylvania,6476
17739,Jersey Mills,PA,Pennsylvania,24
17740,Jersey Shore,PA,Pennsylvania,11600
17742,Lairdsville,PA,Pennsylvania,48
17744,Linden,PA,Pennsylvania,2789
17745,Lock Haven,PA,Pennsylvania,17722
17747,Loganton,PA,Pennsylvania,3385
17748,McElhattan,PA,Pennsylvania,141
17749,McEwensville,PA,Pennsylvania,218
17750,Mackeyville,PA,Pennsylvania,164
17751,Mill Hall,PA,Pennsylvania,7145
17752,Montgomery,PA,Pennsylvania,4867
17754,Montoursville,PA,Pennsylvania,11971
17756,Muncy,PA,Pennsylvania,12525
17758,Muncy Valley,PA,Pennsylvania,922
17760,North Bend,PA,Pennsylvania,461
17762,Picture Rocks,PA,Pennsylvania,560
17763,Ralston,PA,Pennsylvania,264
17764,Renovo,PA,Pennsylvania,2460
17765,Roaring Branch,PA,Pennsylvania,1281
17768,Shunk,PA,Pennsylvania,385
17769,Slate Run,PA,Pennsylvania,43
17771,Trout Run,PA,Pennsylvania,2955
17772,Turbotville,PA,Pennsylvania,2479
17774,Unityville,PA,Pennsylvania,1093
17776,Waterville,PA,Pennsylvania,158
17777,Watsontown,PA,Pennsylvania,6801
17778,Westport,PA,Pennsylvania,73
17779,Woolrich,PA,Pennsylvania,146
17801,Sunbury,PA,Pennsylvania,16229
17810,Allenwood,PA,Pennsylvania,5769
17812,Beaver Springs,PA,Pennsylvania,1497
17813,Beavertown,PA,Pennsylvania,2138
17814,Benton,PA,Pennsylvania,4806
17815,Bloomsburg,PA,Pennsylvania,29324
17820,Catawissa,PA,Pennsylvania,5528
17821,Danville,PA,Pennsylvania,18787
17822,Danville,PA,Pennsylvania,0
17823,Dornsife,PA,Pennsylvania,1316
17824,Elysburg,PA,Pennsylvania,3840
17827,Freeburg,PA,Pennsylvania,863
17829,Hartleton,PA,Pennsylvania,210
17830,Herndon,PA,Pennsylvania,1932
17832,Marion Heights,PA,Pennsylvania,694
17834,Kulpmont,PA,Pennsylvania,3525
17835,Laurelton,PA,Pennsylvania,148
17836,Leck Kill,PA,Pennsylvania,249
17837,Lewisburg,PA,Pennsylvania,18312
17840,Locust Gap,PA,Pennsylvania,197
17841,McClure,PA,Pennsylvania,4918
17842,Middleburg,PA,Pennsylvania,8110
17844,Mifflinburg,PA,Pennsylvania,10374
17845,Millmont,PA,Pennsylvania,1931
17846,Millville,PA,Pennsylvania,3796
17847,Milton,PA,Pennsylvania,11461
17850,Montandon,PA,Pennsylvania,618
17851,Mount Carmel,PA,Pennsylvania,7174
17853,Mount Pleasant Mills,PA,Pennsylvania,3047
17855,New Berlin,PA,Pennsylvania,961
17856,New Columbia,PA,Pennsylvania,3085
17857,Northumberland,PA,Pennsylvania,7682
17858,Numidia,PA,Pennsylvania,68
17859,Orangeville,PA,Pennsylvania,2637
17860,Paxinos,PA,Pennsylvania,2605
17861,Paxtonville,PA,Pennsylvania,120
17862,Penns Creek,PA,Pennsylvania,437
17864,Port Trevorton,PA,Pennsylvania,2532
17865,Potts Grove,PA,Pennsylvania,15
17866,Coal Township,PA,Pennsylvania,9808
17867,Rebuck,PA,Pennsylvania,190
17868,Riverside,PA,Pennsylvania,744
17870,Selinsgrove,PA,Pennsylvania,14538
17872,Shamokin,PA,Pennsylvania,8950
17876,Shamokin Dam,PA,Pennsylvania,1840
17878,Stillwater,PA,Pennsylvania,1573
17880,Swengel,PA,Pennsylvania,7
17881,Trevorton,PA,Pennsylvania,1510
17884,Washingtonville,PA,Pennsylvania,233
17885,Weikert,PA,Pennsylvania,186
17886,West Milton,PA,Pennsylvania,777
17887,White Deer,PA,Pennsylvania,653
17888,Wilburton,PA,Pennsylvania,497
17889,Winfield,PA,Pennsylvania,2906
17901,Pottsville,PA,Pennsylvania,22557
17920,Aristes,PA,Pennsylvania,208
17921,Ashland,PA,Pennsylvania,7029
17922,Auburn,PA,Pennsylvania,5249
17923,Branchdale,PA,Pennsylvania,314
17925,Brockton,PA,Pennsylvania,324
17929,Cressona,PA,Pennsylvania,1369
17930,Cumbola,PA,Pennsylvania,244
17931,Frackville,PA,Pennsylvania,8726
17933,Friedensburg,PA,Pennsylvania,164
17934,Gilberton,PA,Pennsylvania,442
17935,Girardville,PA,Pennsylvania,1359
17936,Gordon,PA,Pennsylvania,1004
17938,Hegins,PA,Pennsylvania,2454
17941,Klingerstown,PA,Pennsylvania,654
17943,Lavelle,PA,Pennsylvania,67
17944,Llewellyn,PA,Pennsylvania,197
17945,Locustdale,PA,Pennsylvania,191
17946,Lost Creek,PA,Pennsylvania,187
17948,Mahanoy City,PA,Pennsylvania,4124
17949,Mahanoy Plane,PA,Pennsylvania,143
17951,Mar Lin,PA,Pennsylvania,307
17952,Mary D,PA,Pennsylvania,214
17953,Middleport,PA,Pennsylvania,335
17954,Minersville,PA,Pennsylvania,4564
17957,Muir,PA,Pennsylvania,407
17959,New Philadelphia,PA,Pennsylvania,1486
17960,New Ringgold,PA,Pennsylvania,4084
17961,Orwigsburg,PA,Pennsylvania,6711
17963,Pine Grove,PA,Pennsylvania,9444
17964,Pitman,PA,Pennsylvania,976
17965,Port Carbon,PA,Pennsylvania,1869
17967,Ringtown,PA,Pennsylvania,2384
17968,Sacramento,PA,Pennsylvania,305
17970,Saint Clair,PA,Pennsylvania,3130
17972,Schuylkill Haven,PA,Pennsylvania,11294
17974,Seltzer,PA,Pennsylvania,334
17976,Shenandoah,PA,Pennsylvania,5988
17978,Spring Glen,PA,Pennsylvania,670
17979,Summit Station,PA,Pennsylvania,73
17980,Tower City,PA,Pennsylvania,3222
17981,Tremont,PA,Pennsylvania,2619
17982,Tuscarora,PA,Pennsylvania,392
17983,Valley View,PA,Pennsylvania,1529
17985,Zion Grove,PA,Pennsylvania,1265
18011,Alburtis,PA,Pennsylvania,5624
18012,Aquashicola,PA,Pennsylvania,27
18013,Bangor,PA,Pennsylvania,17805
18014,Bath,PA,Pennsylvania,12474
18015,Bethlehem,PA,Pennsylvania,34259
18017,Bethlehem,PA,Pennsylvania,40463
18018,Bethlehem,PA,Pennsylvania,32253
18020,Bethlehem,PA,Pennsylvania,21144
18030,Bowmanstown,PA,Pennsylvania,483
18031,Breinigsville,PA,Pennsylvania,12031
18032,Catasauqua,PA,Pennsylvania,9459
18034,Center Valley,PA,Pennsylvania,9501
18035,Cherryville,PA,Pennsylvania,21
18036,Coopersburg,PA,Pennsylvania,14625
18037,Coplay,PA,Pennsylvania,7459
18038,Danielsville,PA,Pennsylvania,3459
18040,Easton,PA,Pennsylvania,17183
18041,East Greenville,PA,Pennsylvania,5665
18042,Easton,PA,Pennsylvania,44797
18045,Easton,PA,Pennsylvania,29896
18046,East Texas,PA,Pennsylvania,144
18049,Emmaus,PA,Pennsylvania,18693
18051,Fogelsville,PA,Pennsylvania,3252
18052,Whitehall,PA,Pennsylvania,29271
18053,Germansville,PA,Pennsylvania,2400
18054,Green Lane,PA,Pennsylvania,4714
18055,Hellertown,PA,Pennsylvania,11947
18056,Hereford,PA,Pennsylvania,1623
18058,Kunkletown,PA,Pennsylvania,9884
18059,Laurys Station,PA,Pennsylvania,547
18062,Macungie,PA,Pennsylvania,26633
18063,Martins Creek,PA,Pennsylvania,277
18064,Nazareth,PA,Pennsylvania,27073
18065,Neffs,PA,Pennsylvania,444
18066,New Tripoli,PA,Pennsylvania,5837
18067,Northampton,PA,Pennsylvania,19490
18069,Orefield,PA,Pennsylvania,8804
18070,Palm,PA,Pennsylvania,286
18071,Palmerton,PA,Pennsylvania,11047
18072,Pen Argyl,PA,Pennsylvania,7053
18073,Pennsburg,PA,Pennsylvania,11534
18074,Perkiomenville,PA,Pennsylvania,5394
18076,Red Hill,PA,Pennsylvania,3013
18077,Riegelsville,PA,Pennsylvania,2195
18078,Schnecksville,PA,Pennsylvania,7571
18079,Slatedale,PA,Pennsylvania,353
18080,Slatington,PA,Pennsylvania,11489
18081,Springtown,PA,Pennsylvania,282
18083,Stockertown,PA,Pennsylvania,463
18085,Tatamy,PA,Pennsylvania,1162
18086,Treichlers,PA,Pennsylvania,316
18087,Trexlertown,PA,Pennsylvania,609
18088,Walnutport,PA,Pennsylvania,8162
18091,Wind Gap,PA,Pennsylvania,6091
18092,Zionsville,PA,Pennsylvania,3246
18101,Allentown,PA,Pennsylvania,5789
18102,Allentown,PA,Pennsylvania,51315
18103,Allentown,PA,Pennsylvania,47336
18104,Allentown,PA,Pennsylvania,47999
18106,Allentown,PA,Pennsylvania,6437
18109,Allentown,PA,Pennsylvania,18117
18195,Allentown,PA,Pennsylvania,0
18201,Hazleton,PA,Pennsylvania,31428
18202,Hazleton,PA,Pennsylvania,13477
18210,Albrightsville,PA,Pennsylvania,7879
18211,Andreas,PA,Pennsylvania,1260
18212,Ashfield,PA,Pennsylvania,62
18214,Barnesville,PA,Pennsylvania,2414
18216,Beaver Meadows,PA,Pennsylvania,1317
18218,Coaldale,PA,Pennsylvania,2353
18219,Conyngham,PA,Pennsylvania,1072
18220,Delano,PA,Pennsylvania,184
18221,Drifton,PA,Pennsylvania,435
18222,Drums,PA,Pennsylvania,9946
18223,Ebervale,PA,Pennsylvania,51
18224,Freeland,PA,Pennsylvania,5954
18225,Harleigh,PA,Pennsylvania,0
18229,Jim Thorpe,PA,Pennsylvania,9136
